Year,"All Majors","Accounting and Actuarial Science","Advertising and Public Relations","Aerospace Engineering","Agricultural Economics","Animal Sciences","Anthropology and Archeology","Architecture","Area, Ethnic, and Civilization Studies","Art and Music Education","Art History and Criticism","Associates Degree","Biochemistry and Molecular Biology","Biological, Biomedical, and Environmental Engineering","Biology","Botany, Ecology, and Zoology","Business Management and Administration","Chemical Engineering","Chemistry","Civil Engineering","Commercial Art and Graphic Design","Communication Technologies","Communications","Composition and Speech","Computer Engineering","Computer Science","Construction Services","Criminology and Criminal Justice","Drama and Theater Arts","Early Childhood Education","Earth and Other Physical Sciences","Economics","Electrical Engineering","Elementary Education","Energy and Extraction Engineering","Engineering Technologies","English Language and Literature","Environment and Natural Resources","Family and Consumer Sciences","Film, Video and Photographic Arts","Finance","Fine and Studio Arts","General Agriculture","General Education","General Engineering","Geography","Health and Medical Administration","High School Degree or GED","History","Hospitality Management","Human Resources and Personnel Management","Industrial and Manufacturing Engineering","International Business and Business Economics","International Relations","Journalism","Language and Drama Education","Liberal Arts","Linguistics and Foreign Languages","Marketing and Marketing Research","Mass Media","Math and Science Teacher Education","Mathematics and Statistics","Mechanical Engineering","Medical Technologies and Assistance","Microbiology, Physiology, Genetics, and Neuroscience","Multidisciplinary Science","Music","Nursing","Operations and Logistics","Philosophy and Religious Studies","Physical and Health Education Teaching","Physical Fitness, Nutrition, and Sports Studies","Physics","Political Science and Government","Production and Transportation Technologies","Psychology","Public Administration and Policy","Secondary Teacher Education","Social Science or History Teacher Education","Social Work","Sociology","Some College, No Degree","Some High School","Special Needs Education","Theology and Religious Vocations","Treatment Therapy Professions"
29,54028.72882032146,71771.11371590276,51898.47693002947,278275.28149904567,58826.839925485714,40286.695597846396,19757.70228363088,59032.376786552246,32176.87086411955,8421.87345360517,14806.161540570607,9101.894021700142,111205.45020441551,108497.54253294227,48964.371815847924,34388.23286158011,60078.88765067406,307344.03002988413,63269.18349089281,216265.42125979674,24977.54710385061,47309.55983434497,50363.5161489194,33552.61944583388,288953.408111441,201604.28110680677,177284.77123947776,50214.19945866735,12387.966651698303,10733.457213879175,84971.63566268452,179875.27887572686,270998.2101596338,10500.123680165072,290115.6745591048,84383.71519257686,32188.632933088822,44210.91075229156,11536.333485897083,33225.77375370982,159150.8202112275,7286.101738576145,48475.888976844704,12135.860606650696,206406.93775412705,57231.1266126443,43055.73622424564,4611.627259853325,44746.590077177876,48244.25089621154,56667.58601147613,245115.20205247065,65771.21909909406,58982.85589588916,48531.88785879009,9800.111612719722,33509.25591416595,26296.282624355983,64552.280975115,40124.74373066856,24095.36469712675,98921.45762438745,261058.75475138996,50530.63377314532,53834.84028662247,53131.26763500875,7948.9916499292385,74999.23023853825,189479.97131094016,32992.641877025926,28605.408105198974,29278.002770992192,198799.51787137712,59045.502505724864,140829.07836107796,13899.23550679629,44946.15389626171,25461.810304474006,26247.430334111097,8959.44240588171,31219.621154232376,5978.9087930979285,3640.758181995209,18666.877624279987,13378.081944009766,42822.00561050039
30,54776.69291391021,72525.53812750768,52598.080908272364,285282.42808438156,59555.75652821869,41047.55304838894,20793.60475729023,59931.53771648452,33237.611716606625,8253.435984533067,15981.90853923526,8919.856141266138,111038.74637035091,108439.85399611044,49865.31379580081,35332.5234753084,60880.352137853995,313261.8994165715,64088.07398520295,222718.62836016872,24477.996161773597,47867.975753977385,51008.2647935719,34397.454665007026,294686.1998178002,206789.43913429402,182925.16915109285,51039.07737636704,12140.207318664337,10518.788069601593,92891.22291165846,178521.86077931014,276984.78122804395,10290.121206561771,296234.6827909212,85028.59270834169,33094.02891395489,45375.3076546876,11305.606816179143,34224.329697827234,158277.60975126026,7140.379703804622,49128.029676547616,11893.143394517681,211732.80460579577,57934.76988132147,43997.7286442685,4519.394714656259,45379.279821693446,49022.35678401061,57547.20746485997,249512.92974070337,66226.0907292671,59333.02883653859,49236.486525241475,9604.109380465328,34445.272976576816,27332.694671098827,65227.36603316177,40791.225364791324,25072.721756168266,105855.69046074165,267210.92182930704,51209.415971565744,54562.14982144923,53929.745134139084,7790.011816930653,75492.0992582694,195027.95556735992,33829.81257001409,29533.779592668685,30217.479622996925,203533.351095903,59759.4871825377,146830.81208740157,13621.250796660364,45606.07846930001,26583.67949601753,25722.481727428873,8780.253557764076,32108.815133843418,5859.33061723597,3567.9430183553045,18293.54007179439,13110.52030512957,43673.6774399754
31,55453.16797917253,73262.5160238563,53409.934737204705,292084.53508442745,60413.93338832337,41762.26079803171,21875.189928069467,60901.169559631744,34228.048102796,8088.367264842404,17125.594820342172,8741.459018440815,111087.62010142417,108522.76828550402,50692.98091496662,36300.09776270452,61626.13183331396,318820.11681096157,64879.83525249756,228854.333738802,23988.436238538125,48385.13121289077,51586.349985104636,35195.07542763491,299688.1850459418,211492.31805460888,181358.41667750076,51808.324714464514,11897.40317229105,10308.41230820956,99921.97226975695,177161.26771032374,282586.9284302792,10084.318782430535,302534.3404945207,85603.67569284074,33886.442407488226,46388.0900005889,11079.49467985556,35045.47382295898,157249.66105424007,6997.5721097285295,49747.02895894704,11655.280526627328,216452.58234918935,58532.63865016715,44998.24338559706,4429.006820363133,46070.34655067045,49750.040735939234,58342.29411001567,253242.94690085007,66722.07997510185,59645.601717203695,49978.95752379779,9412.02719285602,35223.187257302765,28329.865590238223,65828.59102650193,39975.40085749549,26073.969073724063,112395.36307645234,272622.02040068293,51862.28627124484,55407.760746798354,54577.4925477275,7634.21158059204,75977.56614443028,199420.07003640267,34592.13268305333,30479.62157369431,31081.907735070756,208354.49417254454,60368.50424352686,146155.19052037995,14740.322429127931,46324.96737095259,27575.40820161694,25208.032092880294,8604.648486608794,32896.107835419185,5742.14400489125,3496.584157988198,17927.6692703585,12848.30989902698,44452.70731215752
32,56050.39616300651,73878.36043774789,54157.75724893511,298838.45766837517,61118.71848474454,42462.27648472608,21437.686129508074,61745.37280496905,35171.11363230659,7926.599919545556,16783.08292393533,8566.629838071998,117519.36492094524,114873.8639223883,51484.89352999224,37351.134875880205,62286.68772944705,323588.18472556776,65717.75919294084,234412.59016131106,23508.667513767363,48862.453263146024,52141.553073882584,35947.03237789168,304592.3544557592,216038.47105572195,179907.37970636794,52474.16094844124,13124.725780445393,10102.244062045367,106141.48430201616,175679.00666056437,287511.1579326295,9882.632406781924,307855.38009084755,86111.63877138706,34662.01864102852,47342.60813374416,10857.904786258447,36093.377280033754,156199.51920826483,6857.620667533958,50311.511744966825,12808.116918107708,220683.23023450634,59015.87894939382,45878.03063241464,4340.42668395587,46796.272460578664,50429.008387077105,58971.402552843974,256644.38615403086,67093.12322334421,59921.93847110758,50610.08230244323,9223.7866489989,35906.072904492656,29197.38146531475,66373.97139075173,40560.25632269255,26991.108886652124,118631.10631980446,277564.86771025206,52477.11482330093,56218.74491736773,55127.48705517042,7481.527348980198,76392.39501377562,203847.22872089277,35276.228511169815,31343.573191585634,31879.56502924197,212328.83802767115,60925.519157172435,145385.00333488575,15849.60299859703,46954.51030406979,28518.79538175872,26131.303901109874,8432.555516876619,32238.185678710797,5627.301124793425,3426.652474828434,18952.683507755497,12591.343701046439,45213.31827031861
33,56569.39608217196,74450.57352266081,54946.50070576747,304175.98125582386,61771.516528485285,43035.17775984087,22378.24610390878,62408.496213117556,34467.69135966046,7768.067921154646,16447.42126545662,8395.29724131056,124126.38795963957,120597.00868876338,52234.99238067657,38190.7516827492,62871.88422873246,327756.82086273003,72413.70666016515,239525.10348926976,23038.494163492014,49301.32837890591,52598.86134728172,36654.833019967125,308288.8576894371,220174.84628758515,178441.84084740948,53019.481359376136,14210.873919905402,9900.19918080446,106071.70425675719,174030.65491399475,292127.6384835577,9684.979758646286,313574.3791099872,86412.94354606088,35351.81282608535,48264.839125572646,10640.746690533279,36858.72184649723,155251.14812777887,6720.46825418328,50802.572313083474,13899.516334974976,224658.0708370717,59377.57853783028,46675.81595678375,4253.618150276753,47466.67200231982,51060.91731587509,59531.730016236266,259743.91203992759,67402.8299377131,60163.363514168435,51177.44498732496,9039.310916018921,36540.777870266655,28613.433836008455,66807.7045201734,41136.630776103,27802.775087989103,118434.06731042365,282089.0586962165,52995.905880436556,56989.57858795785,55650.96657093711,7331.896802000595,76780.77792283407,207831.71095438773,34570.70394094642,32171.075948595095,32582.66805321233,216060.86600985934,61453.058327269464,144435.06309933882,16877.693426019327,47509.43826808558,29365.11856987858,27051.787965888467,8263.904406539086,31593.421965136582,5514.755102297557,3358.119425331866,19909.203080464697,12339.51682702551,45965.719198252045
34,57013.03597146164,74931.34468557835,55682.03132142695,310168.8800873293,62163.163298663734,43552.650193845715,21930.6811818306,63078.77478892086,33778.337532467245,7612.706562731552,16118.47284014749,8227.391296484348,129959.88461999602,120185.68289101623,52925.289262000624,39050.84882356451,63384.96580260714,331305.66145193484,73047.53103069463,243846.3704696904,22577.724280222174,49703.10350873015,53028.62993918135,37319.94282340839,312021.71069196705,224432.92422620548,176962.96059092678,53465.67402065806,13926.656441507293,9702.195197188372,106082.80348921561,172317.09583476928,296369.2804578636,9491.28016347336,317326.09134075284,86596.45918425979,35967.48776577959,49112.102648136584,10427.931756722613,37627.73475080043,159970.70898318203,6586.058889099614,51241.5755357669,13621.526008275478,228495.23160947647,59729.72165536047,47398.60658236614,4168.545787271218,48024.0199156449,51647.37828416633,59945.42295850224,262656.8191132524,67583.87731600321,60371.16278011841,51621.00893502047,8858.524697698544,37208.908844662255,28041.165159288288,67207.47585900052,41779.77228739538,27246.719586229323,118046.03098868196,286159.0699988974,53454.6435487624,57726.96563142031,56142.040453457026,7185.2588659605835,77107.97653741245,211985.25602472515,35226.547242104534,32890.77770847077,33284.011726579716,219741.44096477376,61893.658223032544,143433.36797127567,17896.071432262175,47972.56219107339,30135.89610973326,27914.224106372425,8098.6263184083045,32287.761859802555,5404.460000251605,3290.9570368252284,19511.019018855404,12092.726490485,46649.7178959768
35,57385.091265947354,75328.72263870714,56366.16211217775,315263.4176296821,62514.7472206638,44081.77309688214,22965.101264126642,63721.5163682797,33102.7707818179,7460.452431476921,15796.10338334454,8062.843470554661,135264.67655638274,119722.78502119977,53567.08041895296,39713.24275939733,63796.87551967179,334154.9630491944,73571.33340505321,248069.89629093438,22126.16979461773,50069.08710200985,53400.737571267426,37943.78630150402,315481.93403132,228147.84613540623,175471.8588083644,53872.49962312939,13648.123312677146,9508.151293244604,105853.79833816344,170577.20724519543,300199.8785327873,9301.454560203892,320669.9180107543,86675.78852043462,36555.72028543972,49828.33714022542,10219.37312158816,38341.95333684104,158818.27379246746,6454.337711317621,51680.548673797355,13349.095488109968,231939.62649122844,60068.64243603477,48129.694108353906,4085.174871525793,48529.50954266537,52189.95644679956,60203.0918699549,265133.27542972565,67899.82246105172,60546.58473002471,52114.348477653075,8681.354203744571,37873.74134926419,27480.34185610252,67550.88101450227,42301.64312007207,26701.785194504733,117583.6403268203,289504.73921291967,53943.68651493623,58441.741103094915,56668.5606845024,8333.12127453821,77411.2995223579,215466.66997799018,35871.74644697884,33599.16985357337,32618.33149204812,223403.15882631383,62257.013488158016,142423.1401123044,18867.69172905875,48399.971757277795,29533.178187538593,27355.939624244977,7936.653792040138,32977.87379190156,5296.370800246573,3225.1378960887237,19120.798638478293,11850.8719606753,47230.148665438915
36,57693.32617707277,75650.74388303533,57000.65485876994,320572.6285321647,62856.14035000132,44671.21967436962,23815.1888183235,64352.09788244733,33743.558297984106,7311.243382847382,15480.181315677648,7901.586601143567,134566.7425079527,125437.24382626034,54123.85558152297,40323.5564498778,64141.33671547352,337052.7645179023,73785.3315399289,252078.43869478407,21683.646398725374,50400.55011015488,53704.67879249225,38527.748063346466,318678.93975282204,231582.12110718802,173969.61591286818,54164.455180119956,13375.160846423603,9317.988267379711,105516.95556563447,168877.35941421898,303054.9356469805,9115.425468999814,322525.1784651667,86703.92695384758,37084.74104165236,50324.38665824078,10014.985659156397,39093.55533373161,157406.77477762048,6325.250957091269,52025.54278059526,13082.113578347768,234939.34224294932,60416.31663458582,48960.86329748004,4003.471374095277,48947.851955617196,52690.172531613796,60502.38553422363,261826.61635687205,68205.88701874313,60690.84133682272,52524.35985600145,8507.72711966968,38433.676779024114,26930.735018980467,67827.98003149038,41455.610257670625,26167.74949061464,116948.02386953062,292310.6916552895,54449.04747856207,59081.91219344324,57039.71621853321,8166.458849047447,77671.40309917356,213132.46949442633,36424.92435860401,34266.070005256974,31965.964862207158,227416.90223545386,62506.91322348528,141387.12138133883,19851.858330570794,48727.63015614422,28942.51462378782,26808.820831760077,7777.9207161993345,33600.62691816202,5190.443384241642,3160.635138166949,18738.382665708727,11613.854521461793,47769.5471973728
37,57938.23420470545,75859.82239524009,57587.22143065358,324188.4692777762,63167.380117007735,45261.47299509946,24633.25630232251,64733.76022544149,34330.83191241691,7165.018515190434,15170.577689364094,7743.554869120696,133842.6200162053,130367.596084178,54569.890162613076,40857.428574895726,64402.024736735606,338993.5822822389,73979.6096356577,255861.72668098312,21249.97347075087,50698.7269631333,53887.52321912993,39073.173840194606,321621.87247185153,234343.80432732668,172457.27398966844,54356.760404651286,13107.65762949513,9131.628502032117,104753.26946230746,167130.0669923125,305331.9025569538,8933.116959619818,325001.6987849724,86677.43143717953,37590.49617805481,50677.30182559535,9814.685945973268,39950.309004447845,155818.80283338393,6198.745937949443,52260.05365004195,12820.471306780812,232254.35930026748,60671.64420459445,49627.3722497145,3923.4019466133714,49282.5120591762,53149.503990456746,60756.099241443786,258605.90635473817,68376.361179554,60805.10904545679,52849.711628566554,8337.572577276287,37665.00324344363,26392.120318600857,67999.886015866,40626.498052517214,25644.394500802344,116272.52335546787,294921.6563393214,54854.10877902742,59673.0997437364,57354.65482561387,8003.129672066498,77871.86973207764,210786.74486936833,36934.20099799923,34868.752273412596,31326.64556496301,230239.64450807468,62785.46079576439,140317.7772973797,20712.698416836665,47753.077553021336,28363.664331312062,26272.644415124872,7622.362301875348,32928.61437979878,5086.634516556808,3097.42243540361,18363.61501239455,11381.577431032558,48230.148810035
38,58103.71154990734,76003.42318136185,58127.52507771837,326946.4790789951,63375.807040846536,45763.98385627046,24140.59117627606,65042.50704866361,33644.21527416857,7021.718144886626,14867.166135576814,7588.683771738282,138534.94819385445,129279.99735260989,54897.626626040255,40040.28000339781,64594.49499108332,340527.60150260234,74006.4857225066,259108.34212164834,20824.97400133585,50964.816521948516,52809.77275474733,39581.37148674349,324319.61630621867,231615.03644608738,170935.83789703157,53269.625196558256,12845.50447690523,8948.995931991474,104191.09785175756,165278.447771103,307632.14191734436,8754.454620427423,326856.4963762894,86561.41059523565,36838.68625449372,50895.10527248958,9618.392227053804,39151.302824358885,154120.27850006914,6074.771019190454,52448.40820658994,12564.061880645197,229395.76438921696,60792.36925948703,50250.94741920539,3844.9339076811043,49519.917574330975,53569.386121933334,60913.64742675595,255313.31128162442,68398.57825793391,60890.52970921077,53013.467555625684,8170.821125730761,36911.70317857476,25864.27791222884,68113.14361814696,39813.96809146687,25131.5066107863,115437.6081921909,297120.23920337006,55108.59249812995,60217.00702714045,57496.9623052522,7843.0670786251685,77992.9028002454,208153.95154605358,36195.51697803924,34171.377227944344,30700.112653663753,227342.5197082107,62989.32232239376,139189.35556873097,20298.444448499933,46798.01600196091,27796.391044685824,25747.191526822375,7469.9150558378415,32270.04209220281,4984.901826225672,3035.473986695538,17996.342712146663,11153.945882411906,48662.882370871695
39,58176.51793290024,76057.02665268531,58623.18169032829,329271.3052636244,63414.011175891326,46107.82135367801,23657.779352750535,65388.698818503064,34181.77415833449,6881.283781988893,14569.822812865275,7436.910096303515,137623.46577619063,126694.39740555767,55118.56677157537,40490.6259971121,64681.119921519945,341522.01151188294,74139.94591716638,261907.41563580142,20408.47452130913,51199.983007625866,51753.577299652374,40053.61195789433,326780.80163822236,228728.45645969576,169406.27633850428,53432.05573343198,12588.594387367122,8770.016013351644,103416.51739690121,163344.21770062574,309906.479935122,8579.365528018872,327415.0352708634,86371.4971627668,36101.91252940384,51077.15028038889,9426.024382512725,39553.134726261735,152478.9084904217,5953.275598806645,51399.44004245814,12312.78064303229,226569.01128922484,60822.2499295227,50671.82426594857,3768.0352295274815,48529.51922284435,53951.21316655466,59695.37447822082,257293.4938104123,68437.46775382131,60948.21150279641,53180.97139342603,8007.404703216145,36173.46911500326,25346.99235398426,68220.34781625618,39017.68872963753,24628.876478570568,114516.57924260468,298798.21128467616,55268.07867308943,60715.28877931083,57582.18620318657,7686.205737052664,78038.40641651081,205377.56899938895,35471.60663847845,33487.94968338545,30086.110400590474,224271.03421616595,63098.13074822114,137887.58663035222,19892.475559529932,45862.05568192169,27240.463223792103,25232.247696285925,7320.516754721083,31624.64125035875,4885.203789701159,2974.764506961627,17636.415857903725,10930.866964763667,49068.44439933813
40,57012.987574242245,76027.57467824766,59075.76102840275,331958.64941812475,62145.7309523735,45185.664926604455,23184.623765695524,65658.29233057545,33498.13867516781,6743.658106349115,14278.42635660797,7288.171894377446,136219.37833302494,124160.50945744652,55325.99235252029,39680.81347716987,64651.79983110737,342596.3260000205,74152.49495163994,264242.7519564803,20000.305030882948,51405.356907267356,50718.50575365933,40491.13026160445,329013.81171042344,225675.64739087527,167869.5229071593,53636.10823181137,12336.82249961978,8594.615693084612,102722.1135195419,161397.6636840624,311966.79120319587,8407.778217458495,322609.0713216127,86056.18660580074,35379.87427881576,50055.60727478111,9237.503894862471,38762.0720317365,150885.5585802497,5834.210086830512,50371.45124160898,12066.525030171646,223591.99923447127,60766.06944660882,51196.60897544234,3692.6745249369324,47558.92883838747,54296.33937494238,58501.46698865641,253943.45504091334,68265.08995278939,60979.229812754944,53303.29649638887,7847.256609151822,35449.999732703196,24840.052506904576,68253.52963181937,38237.334955044775,24136.29894899916,113490.73949415603,299979.13440220465,55443.88328578214,61169.55245858355,56430.542479122836,7532.481622311611,77974.29874048578,201270.0176194012,34762.174505708885,32818.19068971775,29484.388192578666,221155.7849561156,63069.068687446685,136492.44808478368,19494.626048339334,44944.814568283255,26695.653959316263,24727.60274236021,7174.106419626662,30992.148425351574,4787.499713907136,2915.2692168223944,17283.687540745654,10712.249625468394,49300.67855342345
41,55872.72782275739,75920.58535324445,59486.78792027809,334386.54820573,62041.48303943108,44281.95162807236,22720.931290381614,65811.81443210617,32828.17590166444,6608.784944222132,13992.85782947581,7142.408456489896,133494.99076636444,123316.13070474213,55466.11280067585,38887.197207626465,64536.67088381581,343372.03457572666,74073.77621040739,265872.52532254823,19600.29893026529,51582.035857720126,49704.13563858614,40895.126388383,331026.78905908123,222581.3025538537,166326.47710253266,53804.58717495989,12090.086049627384,8422.72337922292,100667.67124915106,159361.46435413454,313235.1420958746,8239.622653109325,317935.7665784126,85762.99485694393,34672.27679323944,49054.49512928549,9052.753816965222,37986.83059110177,149391.29575560524,5717.525885093902,49364.02221677679,11825.19452956821,220603.81036010032,59550.74805767664,51491.6654928302,3618.8210344381932,46607.750261619716,54606.08004972796,57331.43764888328,250641.35072972148,66899.7881537336,60984.628105714015,52237.23056646109,7690.311476968785,34740.99973804913,24343.251456766484,68079.08599547348,37472.58825594388,23653.572970019173,112401.78308354485,295777.22771231225,55546.950257200195,61581.35947517363,55301.93162954038,7381.831989865378,77807.3674051289,197244.61726701315,34066.9310155947,32161.82687592339,28894.70042872709,218153.20912365304,62989.897918364826,135053.33431116948,19104.733527372548,44045.91827691759,26161.740880129935,24233.050687513,7030.624291234129,30372.30545684454,4691.749719628992,2856.963832485946,16938.013789930737,10498.004632959026,48314.66498235498
42,54755.27326630225,75787.46457137007,59857.743432067065,336584.5475820638,61916.546750625406,43396.31259551092,22266.512664573984,65932.93233264342,32171.61238363116,6476.6092453376905,13713.000672886295,6999.560287360099,130825.09095103716,122455.86289836296,55578.49803396419,38109.45326347394,64400.286374483476,343979.67627800466,73968.54522084352,267331.4106531909,19208.292951659983,51731.08550739189,48710.05292581442,41266.76621798577,332827.6417891085,219520.46125135667,164778.0053209283,53944.87251708975,11848.284328634838,8254.26891163846,98654.31782416804,157342.15393193022,314327.97223636496,8074.830200047139,313320.3503964119,85447.10830339907,33978.83125737466,48073.40522669978,8871.698740625918,37227.093979279736,147896.4492205145,5603.175367392024,48376.741772441266,11588.690638976848,217645.71224101045,58359.73309652311,51754.44110593238,3546.4446137494297,45675.59525638732,54881.71256177215,56184.80889590562,247369.75320896096,65561.79239065894,60965.418775029626,51192.48595513187,7536.505247429411,34046.17974328815,23856.386427631158,67884.3186927287,36723.136490825,23180.501510618793,111310.98863356048,291623.4056362547,55623.71699644723,61952.22639011668,54195.89299694957,7234.195350068071,77615.9236036901,193299.7249216729,33385.592395282816,31518.590338404923,28316.806420152552,215182.27401050657,62888.66635257127,133617.18810926596,18722.6388568251,43164.99991137924,25638.50606252734,23748.389673762744,6890.011805409446,29764.859347707654,4597.914725236413,2799.824555836228,16599.253514132124,10288.044540299847,47348.37168270789
43,53660.1678009762,75629.30038662937,60190.06600821637,338560.872364062,61771.79132015619,42528.3863436007,21821.1824112825,66022.88079138634,31528.180135958537,6347.077060430936,13438.74065942857,6859.569081612896,128208.58913201641,121580.67935195703,55664.201412800714,37347.26419820446,64243.542577170905,344425.6634983612,73837.89396037802,268625.59156047885,18824.127092626783,51853.54035673368,47735.85186729814,41607.18240384908,334424.04969431105,216493.02107993796,163224.94181974704,54058.02461066443,11611.31864206214,8089.183533405692,96681.23146768469,155339.8713408724,315251.7951143973,7913.333596046196,308762.37655505986,85109.55201405322,33299.25463222717,47111.937122165786,8694.2647658134,36482.55209969414,146401.64002852511,5491.111860044183,47409.206936992436,11356.916826197312,214717.6965225401,57192.53843459264,51986.10902831334,3475.515721474441,44762.08335125958,55124.477341314676,55061.112717987504,244128.76304873897,64250.556542845756,60922.58396633032,50168.63623602923,7385.775142480822,33365.256148422384,23379.258699078535,67670.11044769552,35988.673761008504,22716.891480406415,110218.86524834204,287517.4255521545,55675.194286021484,62283.62608467194,53111.97513701058,7089.51144306671,77401.0146073468,189433.73042323944,32717.880547377157,30888.218531636823,27750.4702917495,212242.9150182365,62766.28809024211,132184.4664217141,18348.186079688596,42301.69991315166,25125.73594127679,23273.42188028749,6752.211569301257,29169.5621607535,4505.956430731685,2743.828064719503,16267.268443849482,10082.28364949385,46401.404249053725

