Year,"All Majors","Accounting and Actuarial Science","Advertising and Public Relations","Aerospace Engineering","Agricultural Economics","Animal Sciences","Anthropology and Archeology","Architecture","Area, Ethnic, and Civilization Studies","Art and Music Education","Art History and Criticism","Associates Degree","Biochemistry and Molecular Biology","Biological, Biomedical, and Environmental Engineering","Biology","Botany, Ecology, and Zoology","Business Management and Administration","Chemical Engineering","Chemistry","Civil Engineering","Commercial Art and Graphic Design","Communication Technologies","Communications","Composition and Speech","Computer Engineering","Computer Science","Construction Services","Criminology and Criminal Justice","Drama and Theater Arts","Early Childhood Education","Earth and Other Physical Sciences","Economics","Electrical Engineering","Elementary Education","Energy and Extraction Engineering","Engineering Technologies","English Language and Literature","Environment and Natural Resources","Family and Consumer Sciences","Film, Video and Photographic Arts","Finance","Fine and Studio Arts","General Agriculture","General Education","General Engineering","Geography","Health and Medical Administration","High School Degree or GED","History","Hospitality Management","Human Resources and Personnel Management","Industrial and Manufacturing Engineering","International Business and Business Economics","International Relations","Journalism","Language and Drama Education","Liberal Arts","Linguistics and Foreign Languages","Marketing and Marketing Research","Mass Media","Math and Science Teacher Education","Mathematics and Statistics","Mechanical Engineering","Medical Technologies and Assistance","Microbiology, Physiology, Genetics, and Neuroscience","Multidisciplinary Science","Music","Nursing","Operations and Logistics","Philosophy and Religious Studies","Physical and Health Education Teaching","Physical Fitness, Nutrition, and Sports Studies","Physics","Political Science and Government","Production and Transportation Technologies","Psychology","Public Administration and Policy","Secondary Teacher Education","Social Science or History Teacher Education","Social Work","Sociology","Some College, No Degree","Some High School","Special Needs Education","Theology and Religious Vocations","Treatment Therapy Professions"
29,343062.3806866683,517080.1073984127,325932.8428590265,1185952.8525367703,381978.3315587427,296803.20898514066,167748.2004074179,361644.4730179315,195067.92881551123,133596.9615905569,191691.8369247859,144384.1910849258,471229.34339163004,653750.715880886,295352.6865695034,199940.0091109737,401248.7406557401,1497549.8993722338,421844.62741001515,894790.00590919,254953.8461738726,319323.80084544973,322488.78475057136,172517.42848738775,1357452.4390651674,861116.4430634502,818415.7073097605,298534.8044966199,127109.59677567694,170265.8296916899,383866.772837272,855290.4571842452,1272431.1541109579,166564.43815296434,1425600.5271463878,491141.24782496406,222446.60553031275,233275.21051940336,183001.93063949383,200571.88868749203,715161.8106802789,115580.10928040734,319915.4582484782,192512.28509507305,997425.6517696732,394246.20201533136,246928.85311260005,73154.67197394835,255631.8018890119,348748.5549881395,394086.11498807167,1220276.2714045544,458788.46330799506,393679.7431208986,306694.898677235,155460.08164575626,189124.99012791656,196087.25649698637,453026.57629338524,238036.79072769533,295302.4896209917,456181.7202858681,1202901.8450787035,330785.2411965166,324518.4778107277,345413.77007206355,126095.59357421334,604053.2018614842,861993.85881073,206208.36362969942,155168.30299557635,193064.00400151353,796378.1885902134,354283.5563438283,574733.8157800446,176801.0977581922,290870.0468340831,210491.21459718875,174911.53555598506,142124.46785922706,242670.01716538618,94843.9860543165,57753.6855285219,296114.4152455791,148609.2093870325,227880.22428234087
30,371649.7850502236,559602.202461412,353093.17811887414,1291029.8272499554,413678.09482156736,321520.45064848114,182263.61655852848,391932.5503789935,211987.50553289056,144017.52459462036,208115.6704343953,155646.15798955003,510042.6373462009,706855.534033422,320270.42553819454,217167.3850925896,434549.1846670812,1626423.541510553,456832.78251212434,975362.141895675,274840.2461754347,345735.6644277142,349294.9289287468,187489.67551749383,1474845.5891808383,937500.7692720226,891438.2258163264,323649.6811542293,137024.14532417976,183546.5644076417,423427.40108080686,924247.2003257141,1383087.3194032155,179556.46432889558,1548718.6899868047,531782.8169749277,241346.60940120503,253519.29205735872,197276.08122937437,217879.56742430804,773254.2378575981,124595.35780427913,346490.52247109934,207528.24333248875,1084678.858214459,426845.6715734573,267992.41079989064,78860.73638791633,277098.703982414,377693.93318293773,426837.80513075466,1324757.852303392,496344.2594581736,425916.59314289596,332292.3371976865,167585.96801412528,205482.94153858826,212944.4002029813,490328.7799218184,258072.63691319173,319795.34816441307,500676.55645700777,1308101.5311677875,358275.8848837283,351634.92542052374,374217.14698951505,135931.049873002,653162.205231182,938566.9634806056,223789.63952334467,168771.91027880498,209648.0332210562,867205.5108822035,383812.56846557435,628381.3687044334,190591.5833833312,315116.7581381051,228540.6347334025,188554.6353293519,153210.17635224678,263111.86490698205,102241.8169665532,62258.47299974661,319211.3396347343,160200.72771922103,247362.9937180485
31,402410.4772076816,605438.6629123008,382498.26145924407,1404237.9093371853,447994.2782083187,348134.7046096732,197977.63591601874,424671.55190603196,230177.71958497755,155250.89151300074,225812.01718016976,167786.55831273497,552095.6117176849,764241.9770573447,347076.4921252555,235780.66588671386,470407.4078093306,1765108.0331310981,494539.2622950687,1062030.4669093743,296277.78537711856,374177.5612270688,378138.1838725932,203599.44006378637,1600779.2543614416,1019464.4969782411,963062.1583394298,350684.3851698841,147712.02865946578,197863.19643143777,465343.31218144146,998548.3260977197,1502109.9731434623,193561.86854654946,1681743.0991651935,575537.531537638,261625.93900631147,275214.08533682773,212663.61556526556,236379.8044024924,835705.6719084957,134313.7957130129,375118.34309977543,223715.4463124229,1178238.2429906966,461896.19812265906,290776.28815649607,85011.8738261738,300311.05521845317,408862.1910588157,462077.1847254064,1436809.2405380174,536879.6227563313,460637.32086543774,359938.34022816713,180657.67351922704,222977.4307188556,231097.88823137523,530480.1970697236,278202.30259242066,346242.08707391645,548386.11428558,1420888.767606837,387898.4625237695,380999.30352510273,405132.4267709685,146533.67176309615,706104.1661105405,1020067.8602124829,242684.1477706051,183472.63685343077,227469.35751683233,943739.350829575,415554.15561052907,679656.1101381058,206849.2235356318,341326.8757439159,247890.20653812768,203261.89688504135,165160.57010772204,285064.0593739792,110216.67868994435,67114.63389372684,344109.8241262436,172696.38448132027,268309.81064903794
32,435504.78597329825,654743.973353829,414149.1470595396,1526364.0795511222,484850.8956727552,376824.47247188276,213419.8915174682,459858.1595912324,249759.20820417235,167360.46105101483,243425.35452022302,180873.90986112828,603812.5666532139,832374.402270412,375954.2307443504,255948.59689430732,508992.26415125775,1913930.9299661492,535248.8453995773,1155004.1864255907,319387.4526365338,404808.4356772933,409219.89230313554,220936.0548475712,1736537.9693123705,1107758.7271047493,1040357.1380523226,379739.7699414011,160698.83756650428,213296.52575308993,509858.0420092483,1078496.059837789,1629850.5191196084,208659.6942931803,1824290.7873062962,622649.495589977,283486.0673304938,298563.0639262673,229251.37757935628,256566.24207942074,902985.5656924682,144790.2717786279,405936.99722675665,242551.1931268048,1278700.5254762718,499577.9946484565,315236.5907472323,91642.79998461535,325382.65036641416,442427.4104272601,499915.1594590168,1557346.6594911804,580461.7181790696,498036.28068118985,389644.23469508556,194748.9720537268,241757.0197072623,250557.63670030376,573719.604625942,301286.44567697647,374687.5890600845,599643.8817047365,1542113.3791977533,419806.6168781045,412636.3885855661,438374.30041750154,157963.29816061765,763114.6712593967,1108048.7133942747,262989.4497784899,199257.0465773636,246631.2628520179,1025492.4539328595,449731.7647466665,734822.2033537914,224387.54998946274,369506.41433247767,268720.5379922757,220543.75729216175,178043.09457612436,307299.0560051497,118813.57962776002,72349.57533743753,372333.9580308948,186166.7024708633,290887.64098406717
33,471114.1671216411,707863.7835690958,448324.67913199484,1656734.770496926,524544.4379486658,407638.92812949896,231435.9567528216,497625.1269035965,269240.4264440978,180414.577012994,262412.53217280045,194982.0748302963,659867.357189278,905320.2276923271,407058.457463694,277499.22695645,550524.5910089302,2073857.9423351826,585008.5579918276,1254895.278097972,344299.6739421835,437799.617841145,442639.18323765695,239595.8084153151,1881776.281241529,1202621.0524718976,1123637.6035555727,410954.27562673413,174581.98955176055,229933.65476183099,551680.0189267511,1164483.9808917784,1767345.5633205187,224935.15044804843,1978461.575337144,673239.6937960968,306981.0151401498,323720.06606701965,247132.9850305461,278065.62107367977,975594.0591201602,156083.91297736092,439097.3738134597,262817.7479459251,1386827.6716706767,540087.0953984605,341540.3907625339,98790.93838341537,352368.82208594726,478577.23753712594,540648.2974112693,1687052.11254047,627389.3013758729,538322.9743868057,421616.0493322329,209939.39187391748,261966.89366829267,270101.1323629275,620230.9463440023,326174.368019645,405264.70938584115,648591.6875947213,1672473.711115348,454119.8663481984,446717.23546417773,474193.52510693687,170284.43541714584,824553.8464269637,1202537.9398469413,283502.6268612121,216253.47043123917,267209.19567903056,1113459.470082364,486556.891950147,794096.0950465379,243234.8613760351,399821.93282050814,291097.4390514283,239189.28050375122,191930.45595306208,331268.3823735514,128081.03883872532,77992.84221375767,402711.5800001689,200687.70526359064,315233.5442741642
34,509436.09996806225,765046.941320856,485128.4647340653,1798036.5010523084,567085.98120941,440812.9405128015,249487.9613795417,538358.3353021428,290241.17970673746,194486.91402000756,282880.7096822789,210190.67666705942,719653.0354695909,977935.8198283568,440544.01387479977,300768.0788335234,595236.0283660762,2245722.838843786,632721.324018923,1361888.87883982,371155.04850967386,473335.7897301568,478646.7853490395,259682.4879355503,2038453.461334687,1305087.0694290777,1213371.293193373,444515.2914140889,188199.3847367979,247868.4798332538,596843.5937206313,1257080.7854203917,1915282.7120034965,242480.0921829962,2142804.778026407,727664.1644213126,332248.2455172974,350782.7915253226,266409.3578629287,301260.92685865995,1059514.9795494915,168258.45818959508,474802.0236398547,283317.53228570725,1503330.5522501357,583753.5835278273,369836.84818672965,106496.63157732178,381360.2715620226,517513.9413796306,584423.192151939,1826749.9626327502,677854.7708602356,581723.2329252099,455969.21402758907,226314.66444008306,283799.2579062204,291169.02068723587,670344.8855880651,353081.84285199177,436875.3567179368,701162.4842515764,1812638.4530589504,491059.87170929246,483438.3584456052,512784.7132792166,183566.62137968323,890731.860621302,1304646.0784444278,306963.0891363637,234484.36440372342,289404.50997642655,1208311.1010239003,526177.990584567,857922.5965940915,263563.1124381291,432421.35626885726,315161.119208692,259249.51628284555,206901.03151740093,358433.5245326572,138071.35986814593,84076.28390643078,434123.0832401821,216341.3462741507,341425.07380923885
35,550684.431779486,826616.6075907231,524766.2564005017,1949581.2632784876,612913.5349317173,476596.5257797134,270421.0560730786,582254.6025308472,312879.991723863,209656.89331356814,304945.40503749665,226585.54944709004,783689.9618650057,1056155.6295629726,476606.7438992265,325671.39989484235,643344.047611747,2430364.6350999,684058.3402873714,1477216.6646199638,400105.14229342836,511616.0269925633,517413.9148371342,281307.96432908706,2207153.4888719846,1415087.4412382706,1310062.4114917119,480663.6232272723,202878.93674626813,267202.2212602476,645290.0449495726,1356839.5400103037,2074432.74722385,261393.53937326994,2319633.899209283,786233.227766035,359471.1909426224,379842.3258093493,287189.2877762372,326226.05243469204,1144204.126943301,181382.6179283835,513300.38613250916,305416.29980399244,1628604.6348395876,630819.8782567793,400363.1820029296,114803.36884035286,412572.34276919375,559455.5545355583,631464.7785104129,1976966.052416843,732395.0656787024,628480.490298885,493060.572443074,243967.20826640955,307344.61070440075,313880.2043008402,724319.341336616,381979.69287287176,470951.63454193587,757751.6879811113,1963093.1030115488,530920.6775397663,523015.86518866546,554431.2819551101,199176.38543319536,962054.4282654573,1414129.5916368528,332255.94023871643,254140.35252648583,311978.06175458786,1310615.9135846002,568821.1022797492,926698.9986288849,285450.57693374495,467537.08286785404,339743.6865069699,279470.97855290753,223039.3119757582,387727.2066154995,148840.92593786132,90634.23405113237,467984.68373291625,233215.97128353445,369569.6546937412
36,595093.7541947304,892921.2986799019,567459.8403885766,2113263.0810692864,662312.4787301421,515242.13682995626,292823.2880262582,629575.4733697865,338587.4740101269,226010.13099202648,328731.14663042146,244259.22230396312,846825.1383731738,1146644.6831743692,515410.1866943152,352478.3476323085,695145.2820316585,2629513.977367384,739100.3156327632,1601409.5047899897,431313.3433923158,552854.9218481685,559144.1561670809,304592.8230346284,2388818.1054061283,1533461.4935493458,1414254.4738687365,519524.7913884527,218703.49381247707,288043.9945185469,697402.9016498737,1464384.720445035,2245097.5561921597,281782.23544438503,2508834.002162235,849321.0737356076,388770.07899806835,410962.6434832985,309590.0522227837,353190.12558822543,1235216.915305881,195530.4621267974,554716.4213311188,329238.77118870383,1763274.3046386212,681572.8758080798,433385.2732704514,123758.0316099004,446141.91810899606,604637.1030030821,682222.3867358931,2133165.410941098,791185.9418085539,678857.1568435966,532971.5954415353,262996.6505111895,332634.90059608925,338362.8602363058,782444.3665981503,411774.10891695577,507685.86203620693,818572.3759928846,2124810.4122730778,573916.7250817927,565620.1085857917,599181.4486953295,214712.14349698462,1038903.0032374258,1526406.8327005233,359442.51641790115,275302.1835723068,336312.3505714457,1421325.7614298654,614684.1882626602,1000793.9645932185,309077.24237067025,505300.6331655587,366243.6940545136,301269.7148800343,240436.37830986737,419252.23933360697,160450.5181610145,97703.7043071207,504487.4890640838,251406.81704365017,399880.08926509565
37,642909.8415730936,964291.2533667997,613448.2876079446,2288124.894708946,715541.2146450997,556914.70121691,316957.8757526718,680351.0645932731,366259.4417633093,243638.92120940457,354372.1760675943,263311.4416436723,914844.7115246931,1243522.0655964129,557140.6929491924,381312.002001644,750910.1287856996,2843297.940656735,798420.1249786462,1735144.3029237038,464955.78417691647,597283.7936075073,604014.3383506008,329667.0439694445,2584462.429141893,1660464.8156884771,1526533.3732255555,561323.3194448858,235762.36632985028,310511.42609099357,753146.9809865496,1580236.9834061258,2428553.231198061,303761.24980904703,2713450.078219998,917275.7005093938,420341.59511715313,444377.13257551513,333738.0762961608,382377.5801614979,1333123.9982510556,210781.83817268763,599259.3239200047,354919.39534142276,1902823.5043026109,736199.2140238106,468835.0508037307,133411.15807547263,482254.60486416915,653311.9319467978,736899.4943191974,2301568.1353195077,854433.0371708068,733136.0996127678,575919.2188556602,283510.38925106236,358580.4228425842,364755.16333473765,845003.4927778116,443892.48941247835,547285.3592750311,884084.4812836577,2299002.8029475156,620176.2718882092,611511.3028496454,647373.3346250167,231459.6906897494,1121691.3321848328,1647383.4904159948,388716.80782506475,298063.75755920756,362544.7139160185,1539560.251138725,664158.2407838965,1080614.2921751572,334443.1445284599,544714.0825524724,394810.70219076565,324768.7526406771,259190.41581803703,451953.91400162835,172965.65857757366,105324.59324307613,543837.5132110824,271016.5487730549,432486.7287843828
38,694381.051245091,1041166.7683634368,662989.3021170422,2475840.4156830185,772825.2039135965,601761.7882329021,341680.59006138024,735021.8696592794,394827.6782208475,262642.7570637381,382013.2058008667,283849.73409187875,993571.7796015927,1342036.539903049,602016.8012659089,411054.3381577723,810961.6295800668,3073389.070893969,862203.3630065428,1878849.4085260376,501222.33534271596,645151.9936069709,651127.4567419477,356670.73452241404,2795180.679898765,1791939.1795174857,1647530.6857243052,605106.538361587,254151.8309035786,334731.3173260911,813425.3392821968,1704986.4502304404,2626387.26064304,327454.6272941528,2933454.015888175,990440.7329359264,453128.23953629116,480269.89839981147,359769.6462472614,412203.0314140948,1438525.5218379907,227222.82155015727,647235.1068153139,382603.10817805375,2053030.2299131698,794956.9106566523,507020.3073809069,143817.2284053595,521093.51979991264,705753.1348499337,795750.3250462358,2482969.97292841,922468.5583721008,791622.238227227,622061.6680860323,305624.19961264526,386549.6958243058,393206.06607484724,912387.0205370793,478516.10358665173,589973.6172984836,954533.6061276154,2486422.0375682567,669901.5869901727,660946.5537501966,699157.8553019186,249513.5465635499,1210861.7265580592,1777462.344242515,419036.71883541986,321312.73064882576,390823.20160146797,1661353.6188178433,717422.1543075852,1166580.1407821185,360529.70980167977,587201.7809915652,425605.93696164544,350100.71534664993,279407.2682518439,487206.3192937554,186456.9799466244,113539.91151603608,586256.8392415468,292155.8395773532,467618.0301666021
39,749777.6538561991,1123951.4482307355,716360.6747963357,2677819.7238725033,834411.2900947186,649958.3248896014,368331.67608616786,794000.6174035158,426834.68031172286,283128.8921147097,411810.2358533343,305990.01335104526,1072929.59495673,1446715.3900154864,650293.0044427058,444367.72812786076,875595.1515175701,3320918.380463031,931068.815230163,2033380.9027476546,540317.6774994477,696728.3119244309,701915.3983678196,385754.91971604805,3022152.350588997,1933456.1562623794,1777927.2344102142,653532.6713945955,273975.6737140577,360840.3600775262,878181.757248387,1839346.7322333595,2839672.447829321,352996.0882230967,3169359.0979495523,1069236.4248843645,488472.24222012184,518930.8975883459,387831.6786545478,445539.7258227842,1552171.548101708,244946.20163106953,697719.4451469084,412446.15061594197,2214927.750034189,858209.2777430965,547993.7871517448,155034.97222097754,561738.8143443058,762255.0941352885,857818.8503998421,2683728.079571246,995827.9669861706,854644.2651967205,671810.2513856556,329462.8871824315,416700.57209860167,423876.13922868535,985022.6752094436,515840.35966641054,635991.5594477652,1030374.9506198271,2687983.3333639544,723415.5688003282,714203.006835425,754927.3311595076,268975.6031955068,1306914.3029018582,1917491.1035776879,451721.58290458255,346375.1236394341,421307.4113263825,1792414.5659877544,774749.6772158521,1259055.4099361196,388651.0271662108,633003.5199089072,458803.2000446537,377408.5711436886,301201.03517548775,525208.4121986683,201000.6243824611,122396.02461428689,631984.8727023874,314943.99506438675,505471.0561954809
40,808260.3108569827,1213111.3497513493,773861.8504023311,2895962.432594332,899495.3707221068,700655.0742309905,397061.54682088905,857510.0330494326,460127.7853760373,305212.9456996571,443931.43424989446,329857.23439242685,1157966.4852357132,1559559.1904366948,702325.6557056134,479028.41092183394,945155.8756439587,3587854.7688575233,1005187.5307709328,2199558.097795367,582462.4563444048,752302.4938143305,756664.7994405096,417082.3939967679,3266648.8600399047,2085787.4965112186,1918456.9307896362,705780.9133764221,295345.7762637543,388985.90816357324,948053.8607843401,1984136.1076850109,3069425.3396267844,380529.7831044983,3418311.4443457844,1154048.9854116342,526573.0771132914,559407.507600237,418082.54958960257,480291.82443696144,1674697.157113278,264052.00535829295,752141.5618683674,444616.9503639855,2389246.4827078865,926309.8659227347,592275.5237443937,167127.7000542138,605554.4418631617,823135.1419495599,924728.7207310299,2894854.700884513,1074698.9199651368,922556.5004220793,725397.3955245682,355160.99238266126,449203.21672229265,456938.47808852285,1063252.0326476688,556075.9077203906,685598.901084691,1112008.6886045774,2904802.920709565,781123.1493529085,771579.4108234472,813811.6629899493,289955.70024475636,1410350.2789805084,2067055.4096567477,486955.8663711401,373392.38328331005,454169.38940984034,1933593.0735590723,836413.0525928786,1358624.3450981758,418965.8072851753,682377.7944618021,494589.84964813676,406846.4396928964,324694.71591917577,566174.6683501645,216678.67308429308,131942.9145342013,681279.6927731738,339509.626679409,546111.4016208006
41,871304.6151038274,1309147.5972005164,835815.6168461563,3130914.5741126575,970794.6763445361,755306.1700210078,428032.3474729184,925862.5035754305,496017.7526353682,329019.55546423036,478558.0861213862,355586.0986750361,1248287.871084099,1682843.6387272014,758353.6971458573,516392.62697373703,1020055.9409935181,3875335.075924116,1084996.4893288657,2378038.257828603,627894.5279392684,812186.8744204466,815684.6537968693,450828.63946052646,3530040.724705884,2249898.0893498897,2069910.9160447447,762073.0257275678,318382.7468123272,419326.80900033197,1022002.0619255187,2140090.4780281954,3316348.2028344166,410211.1061866492,3686718.6136879874,1245492.738257001,567645.7771281281,603041.2931930554,450692.98845759156,517754.58674304443,1806846.9837150744,284648.06177623983,810808.6036941,479297.0724923764,2577091.3594694203,998562.0354647082,639792.0032933532,180163.66065844247,652787.6883284884,888735.35048391,996857.5609480503,3122430.132343132,1158525.4357224174,995740.8903442157,781978.3923754846,382863.54978850886,484241.06762663147,492579.67937942763,1147376.3181504775,599449.8285225811,739075.615369297,1199926.2246950064,3133175.224523063,843262.699639569,833397.8029334379,877288.9727031654,312572.2448638474,1521750.155380441,2228285.731609974,524938.423948089,402516.98917940824,489594.6017838079,2085833.87316334,902835.4812997901,1465887.779203915,451645.140253419,735603.2624298226,533167.8579206915,438580.4619889423,350020.9037608715,610336.2924814775,233579.60958486795,142234.461867869,734419.5088094813,365991.3775604029,588708.0909472231
42,939266.3750819261,1412646.4007073476,902569.9262303512,3384011.6412338936,1047632.554471393,814220.0512826465,461418.87057580607,999517.1330434935,534707.137340927,354683.0807904403,515885.61683885445,383321.814371689,1345654.3250286588,1815711.4973556392,818726.993012536,556671.2518776887,1100774.6532993566,4185086.2942399904,1171002.4600311616,2570301.5777763277,676870.3011185315,876718.1409920676,879308.0567930252,487182.8156958181,3813805.289744152,2426780.9250677614,2233142.025256681,822731.0988199473,343216.6010636887,452034.30010235787,1101718.2227557092,2308185.4541792735,3582380.8956379094,442207.5724692079,3976025.9647052186,1344040.5451846414,611922.1477441223,650078.514062114,485847.04155728384,558139.444509002,1949274.027824872,306850.6105947866,874051.67478224,516682.2441467818,2779558.4635961475,1076449.8742309555,690988.3884731936,194216.42618980104,703705.1280181105,959424.4619346939,1074612.4507019983,3367720.9121597307,1248890.4197087663,1074609.1630224944,842972.7069807724,412726.90667201264,522011.87090150884,531000.894371023,1238038.4853833795,646206.9151473426,796723.5133681024,1294677.7114329038,3379324.614514051,910224.8959558465,900005.3256666927,945717.5125740125,336952.87996322755,1641811.3710467797,2402092.0186755527,565883.62101604,433913.3143354021,527782.9807229451,2249921.0443394072,974415.2152337478,1581491.9464661404,486873.46119318577,792980.316899349,574754.9508385055,472789.7380240798,377322.53425421956,657942.5232950328,251798.81913248773,153328.7498935628,791704.230496621,394538.7050101144,634627.3220411066
43,1012529.1523383164,1524190.4050692075,974499.8579211094,3656672.564983777,1130441.469224705,877729.2152826929,497409.542480719,1078888.0765262817,576414.2940535194,382348.36109209474,556124.694952285,413220.91589268076,1450615.3623808941,1958910.9278609406,883784.9718070296,600091.6095241484,1187766.3381868836,4518848.605936626,1263689.3715575435,2777425.9099632334,729666.1846057769,946259.2325489385,947894.0852228813,526348.8268303149,4119535.0630851807,2617432.8062766553,2409069.5998319397,888096.1740718198,369987.49594665645,487292.9755103419,1187652.2441306545,2489368.480092838,3869016.987820426,476699.76312180614,4287864.423118802,1450247.0935857657,659652.0752681638,700784.6381589589,523743.11079875194,601674.3211807043,2102780.521787633,330784.95822118,942227.7054152547,556983.4591902308,2997788.922282997,1160412.96442097,746152.2395186024,209365.30743260554,758594.1280035232,1035599.9689963781,1158432.2218567545,3632109.5482121473,1346303.87244605,1159605.1513050504,908724.5781252726,444919.60539242957,562728.7968318266,572418.9641319629,1335748.9653721047,696611.0545288353,858867.9474108143,1396796.669312123,3644638.4224747717,982386.3894699058,971776.1852910523,1019483.4785547855,363235.2046003593,1771210.0674641586,2589455.196132246,610022.5434552912,467758.5528535635,568950.0532193348,2426779.1722858213,1051554.9970867026,1706087.9403651329,524849.5911662542,854832.7816174983,619585.8370039089,509667.33758995804,406753.6919260487,709262.0401120454,271439.12702482176,165288.39238526073,853457.1604753576,425312.72400090337,684128.253160313

